family,dataset_key,dataset_label,model_short,model_name,backend,run_id,run_name,run_dir,n_cases,expected_n_cases,is_full_dataset,selection_status,selection_note,batch_size,temperature,max_tokens,max_diagnoses,use_mondo,prompt_dir,ground_truth_file,benchmark_ids_file,started_at,finished_at,n_errors,error_rate,mrr_id,recall_at_1_id,recall_at_3_id,recall_at_5_id,recall_at_10_id,recall_at_1_name,recall_at_10_name,recall_at_1_id_or_name,recall_at_10_id_or_name,n_fuzzy_auto_correct,n_fuzzy_review,n_fuzzy_rejected
core_suite,LIRICAL,RareBench LIRICAL,qwen2.5-32b-instruct,Qwen/Qwen2.5-32B-Instruct,openai_http,Qwen2.5-32B-Instruct_20260402_200519_38f400c4,Qwen2.5-32B-Instruct_20260402_200519_38f400c4,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/qwen2.5-32b-instruct_http/rarebench/LIRICAL/Qwen2.5-32B-Instruct_20260402_200519_38f400c4,370,370,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/benchmark_ids.txt,2026-04-02T20:05:19.294859+00:00,2026-04-02T20:12:43.818843+00:00,0,0.0,0.15425568425568426,0.12702702702702703,0.16756756756756758,0.1945945945945946,0.22702702702702704,0.12162162162162163,0.21891891891891893,0.12702702702702703,0.22702702702702704,683,701,2190
core_suite,MME,RareBench MME,gemma-3-27b-it,google/gemma-3-27b-it,openai_http,gemma-3-27b-it_20260401_234115_d03d1c74,gemma-3-27b-it_20260401_234115_d03d1c74,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/rarebench/MME/gemma-3-27b-it_20260401_234115_d03d1c74,40,40,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-01T23:41:15.663049+00:00,2026-04-01T23:41:51.068793+00:00,0,0.0,0.008571428571428572,0.0,0.0,0.025,0.05,0.0,0.05,0.0,0.05,3,0,397
core_suite,MME,RareBench MME,llama3-med42-70b,m42-health/Llama3-Med42-70B,openai_http,Llama3-Med42-70B_20260404_075403_4ed9ca37,Llama3-Med42-70B_20260404_075403_4ed9ca37,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-70b_http/rarebench/MME/Llama3-Med42-70B_20260404_075403_4ed9ca37,40,40,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-04T07:54:03.785770+00:00,2026-04-04T07:54:57.463517+00:00,0,0.0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,7,0,393
core_suite,MME,RareBench MME,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260403_105310_203d8897,Llama3-Med42-8B_20260403_105310_203d8897,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/MME/Llama3-Med42-8B_20260403_105310_203d8897,40,40,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-03T10:53:10.213954+00:00,2026-04-03T10:53:20.685249+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,231
core_suite,MME,RareBench MME,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260404_015844_9b19786a,Llama3-Med42-8B_20260404_015844_9b19786a,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/MME/Llama3-Med42-8B_20260404_015844_9b19786a,40,40,True,excluded_invalid_run,degenerate full-size run with near-total inference failure; excluded from headline comparison,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-04T01:58:44.570848+00:00,2026-04-04T01:58:44.795228+00:00,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
core_suite,MME,RareBench MME,medgemma-27b-it,google/medgemma-27b-it,openai_http,medgemma-27b-it_20260402_025800_6664ff41,medgemma-27b-it_20260402_025800_6664ff41,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/rarebench/MME/medgemma-27b-it_20260402_025800_6664ff41,40,40,True,excluded_duplicate_or_lower_scoring,full-size duplicate superseded by a higher exact-ID Hit@1 run for the same model/dataset,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-02T02:58:00.285471+00:00,2026-04-02T02:58:56.750145+00:00,1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1,2,343
core_suite,MME,RareBench MME,medgemma-27b-it,google/medgemma-27b-it,openai_http,medgemma-27b-it_20260402_231643_4fab4017,medgemma-27b-it_20260402_231643_4fab4017,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/rarebench/MME/medgemma-27b-it_20260402_231643_4fab4017,40,40,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,32,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-02T23:16:43.983080+00:00,2026-04-02T23:18:25.511957+00:00,0,0.0,0.02777777777777778,0.025,0.025,0.025,0.05,0.025,0.05,0.025,0.05,0,4,335
core_suite,MME,RareBench MME,medgemma-27b-it,google/medgemma-27b-it,chat_http,medgemma-27b-it_20260402_232755_497715aa,medgemma-27b-it_20260402_232755_497715aa,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/rarebench/MME/medgemma-27b-it_20260402_232755_497715aa,10,40,False,excluded_smoke_or_partial,partial or smoke run; excluded from headline comparison,32,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-02T23:27:55.251531+00:00,2026-04-02T23:31:26.227792+00:00,0,0.0,0.026666666666666665,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0,2,95
core_suite,MME,RareBench MME,qwen2.5-32b-instruct,Qwen/Qwen2.5-32B-Instruct,openai_http,Qwen2.5-32B-Instruct_20260402_201244_c0d68d7d,Qwen2.5-32B-Instruct_20260402_201244_c0d68d7d,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/qwen2.5-32b-instruct_http/rarebench/MME/Qwen2.5-32B-Instruct_20260402_201244_c0d68d7d,40,40,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-02T20:12:44.578004+00:00,2026-04-02T20:13:50.417159+00:00,0,0.0,0.004166666666666667,0.0,0.0,0.0,0.025,0.0,0.025,0.0,0.025,0,4,369
core_suite,RAMEDIS,RareBench RAMEDIS,gemma-3-27b-it,google/gemma-3-27b-it,openai_http,gemma-3-27b-it_20260401_234825_a2cf7f4c,gemma-3-27b-it_20260401_234825_a2cf7f4c,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/rarebench/RAMEDIS/gemma-3-27b-it_20260401_234825_a2cf7f4c,624,624,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/benchmark_ids.txt,2026-04-01T23:48:25.391946+00:00,2026-04-01T23:55:01.795598+00:00,0,0.0,0.3568515974765975,0.2532051282051282,0.4230769230769231,0.5016025641025641,0.5400641025641025,0.2483974358974359,0.5160256410256411,0.2532051282051282,0.5400641025641025,1895,656,3663
core_suite,RAMEDIS,RareBench RAMEDIS,llama3-med42-70b,m42-health/Llama3-Med42-70B,openai_http,Llama3-Med42-70B_20260404_075457_fc915180,Llama3-Med42-70B_20260404_075457_fc915180,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-70b_http/rarebench/RAMEDIS/Llama3-Med42-70B_20260404_075457_fc915180,624,624,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/benchmark_ids.txt,2026-04-04T07:54:57.737984+00:00,2026-04-04T08:13:04.178820+00:00,0,0.0,0.548458485958486,0.46794871794871795,0.5913461538461539,0.6410256410256411,0.7243589743589743,0.22115384615384615,0.5753205128205128,0.46794871794871795,0.7243589743589743,1749,985,3544
core_suite,RAMEDIS,RareBench RAMEDIS,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260403_105321_6455f175,Llama3-Med42-8B_20260403_105321_6455f175,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/RAMEDIS/Llama3-Med42-8B_20260403_105321_6455f175,624,624,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/benchmark_ids.txt,2026-04-03T10:53:21.148152+00:00,2026-04-03T10:56:16.150592+00:00,0,0.0,0.12987515956265958,0.049679487179487176,0.20512820512820512,0.22596153846153846,0.2516025641025641,0.049679487179487176,0.23557692307692307,0.049679487179487176,0.2516025641025641,864,760,2441
core_suite,RAMEDIS,RareBench RAMEDIS,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260404_015845_c29450e3,Llama3-Med42-8B_20260404_015845_c29450e3,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/RAMEDIS/Llama3-Med42-8B_20260404_015845_c29450e3,624,624,True,excluded_invalid_run,degenerate full-size run with near-total inference failure; excluded from headline comparison,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/benchmark_ids.txt,2026-04-04T01:58:45.093082+00:00,2026-04-04T01:58:48.128325+00:00,624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
core_suite,RAMEDIS,RareBench RAMEDIS,medgemma-27b-it,google/medgemma-27b-it,openai_http,medgemma-27b-it_20260402_025857_73004078,medgemma-27b-it_20260402_025857_73004078,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/rarebench/RAMEDIS/medgemma-27b-it_20260402_025857_73004078,624,624,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/benchmark_ids.txt,2026-04-02T02:58:57.824864+00:00,2026-04-02T03:06:24.903657+00:00,149,0.2387820512820513,0.26716651404151404,0.20032051282051283,0.30448717948717946,0.3573717948717949,0.40064102564102566,0.17307692307692307,0.3717948717948718,0.20032051282051283,0.40064102564102566,1083,847,2602
core_suite,RAMEDIS,RareBench RAMEDIS,qwen2.5-32b-instruct,Qwen/Qwen2.5-32B-Instruct,openai_http,Qwen2.5-32B-Instruct_20260402_201351_b937159a,Qwen2.5-32B-Instruct_20260402_201351_b937159a,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/qwen2.5-32b-instruct_http/rarebench/RAMEDIS/Qwen2.5-32B-Instruct_20260402_201351_b937159a,624,624,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/RAMEDIS/benchmark_ids.txt,2026-04-02T20:13:51.838126+00:00,2026-04-02T20:25:52.899184+00:00,0,0.0,0.3746038683538684,0.30128205128205127,0.42628205128205127,0.47596153846153844,0.5080128205128205,0.2516025641025641,0.4310897435897436,0.30128205128205127,0.5080128205128205,1261,1718,3061
core_suite,phenopacket,Phenopacket,gemma-3-27b-it,google/gemma-3-27b-it,vllm,gemma-3-27b-it_20260401_165345_6ea042f8,gemma-3-27b-it_20260401_165345_6ea042f8,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/gemma-3-27b-it_20260401_165345_6ea042f8,20,6898,False,excluded_smoke_or_partial,partial or smoke run; excluded from headline comparison,256,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-01T16:53:45.725007+00:00,2026-04-01T17:07:38.151578+00:00,0,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,85,2,113
core_suite,phenopacket,Phenopacket,gemma-3-27b-it,google/gemma-3-27b-it,vllm,gemma-3-27b-it_20260401_172600_5e2c9bf5,gemma-3-27b-it_20260401_172600_5e2c9bf5,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/gemma-3-27b-it_20260401_172600_5e2c9bf5,6898,6898,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,256,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-01T17:26:00.061065+00:00,2026-04-01T18:32:57.466824+00:00,0,0.0,0.14012412155352139,0.1130762539866628,0.15816178602493478,0.17381849811539576,0.19991301826616412,0.39315743693824295,0.7531168454624528,0.444766599014207,0.7813859089591186,14987,10698,43042
core_suite,phenopacket,Phenopacket,legacy-llama70b,legacy/llama70B,legacy_csv_import,llama70B_20260402_171920_29f3bdfd,llama70B_20260402_171920_29f3bdfd,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama70b-csv-import/phenopacket/llama70B_20260402_171920_29f3bdfd,6898,6898,True,supplementary_legacy_import,"legacy imported artifact; reported separately, not mixed into headline native-run tables",0,0.0,0,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-02T17:19:20.357633+00:00,2026-04-02T17:20:13.001119+00:00,0,0.0,0.20790135857184278,0.16251087271672948,0.23006668599594085,0.2654392577558713,0.31661351116265585,0.12989272252826906,0.23919976804870977,0.16251087271672948,0.31661351116265585,14232,9172,45473
core_suite,phenopacket,Phenopacket,llama3-med42-70b,m42-health/Llama3-Med42-70B,openai_http,Llama3-Med42-70B_20260404_020229_f0f8d928,Llama3-Med42-70B_20260404_020229_f0f8d928,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-70b_http/phenopacket/Llama3-Med42-70B_20260404_020229_f0f8d928,6898,6898,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-04T02:02:29.079084+00:00,2026-04-04T07:41:49.503418+00:00,56,0.008118295158016816,0.17065786006783398,0.11539576688895332,0.2104957958828646,0.24093940272542766,0.2776167004928965,0.10466801971585966,0.2087561612061467,0.11539576688895332,0.2776167004928965,10010,11317,49868
core_suite,phenopacket,Phenopacket,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260403_101811_75511eab,Llama3-Med42-8B_20260403_101811_75511eab,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/phenopacket/Llama3-Med42-8B_20260403_101811_75511eab,6898,6898,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-03T10:18:11.065325+00:00,2026-04-03T10:50:58.656845+00:00,7,0.001014786894752102,0.08466442267181612,0.07132502174543345,0.09234560742244129,0.10307335459553493,0.11423601043780807,0.07132502174543345,0.11365613221223543,0.07132502174543345,0.11423601043780807,8013,10224,24301
core_suite,phenopacket,Phenopacket,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260404_015801_c44e6f1a,Llama3-Med42-8B_20260404_015801_c44e6f1a,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/phenopacket/Llama3-Med42-8B_20260404_015801_c44e6f1a,6898,6898,True,excluded_invalid_run,degenerate full-size run with near-total inference failure; excluded from headline comparison,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-04T01:58:01.501969+00:00,2026-04-04T01:58:41.529128+00:00,6898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
core_suite,phenopacket,Phenopacket,medgemma-27b-it,google/medgemma-27b-it,openai_http,medgemma-27b-it_20260402_012634_49e1dc12,medgemma-27b-it_20260402_012634_49e1dc12,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/phenopacket/medgemma-27b-it_20260402_012634_49e1dc12,6898,6898,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-02T01:26:34.875442+00:00,2026-04-02T02:51:45.568665+00:00,3998,0.5795882864598434,0.06352059718252817,0.05044940562481879,0.07291968686575818,0.08060307335459553,0.08683676427950131,0.05044940562481879,0.07538416932444186,0.05044940562481879,0.08683676427950131,3023,4790,18761
core_suite,phenopacket,Phenopacket,medgemma-27b-it,google/medgemma-27b-it,openai_http,medgemma-27b-it_20260402_231346_e7581cc3,medgemma-27b-it_20260402_231346_e7581cc3,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/phenopacket/medgemma-27b-it_20260402_231346_e7581cc3,64,6898,False,excluded_smoke_or_partial,partial or smoke run; excluded from headline comparison,32,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-02T23:13:46.511977+00:00,2026-04-02T23:16:43.224363+00:00,32,0.5,0.190625,0.171875,0.1875,0.21875,0.25,0.171875,0.25,0.171875,0.25,62,30,212
core_suite,phenopacket,Phenopacket,medgemma-27b-it,google/medgemma-27b-it,chat_http,medgemma-27b-it_20260402_232443_d6bc7dea,medgemma-27b-it_20260402_232443_d6bc7dea,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/phenopacket/medgemma-27b-it_20260402_232443_d6bc7dea,10,6898,False,excluded_smoke_or_partial,partial or smoke run; excluded from headline comparison,32,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-02T23:24:43.657334+00:00,2026-04-02T23:27:54.414891+00:00,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52,2,46
core_suite,phenopacket,Phenopacket,qwen2.5-32b-instruct,Qwen/Qwen2.5-32B-Instruct,openai_http,Qwen2.5-32B-Instruct_20260402_175138_d9bcd712,Qwen2.5-32B-Instruct_20260402_175138_d9bcd712,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/qwen2.5-32b-instruct_http/phenopacket/Qwen2.5-32B-Instruct_20260402_175138_d9bcd712,6898,6898,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/phenodp_gemma3_candidate_ranking/benchmark_ids_6901_phenodp_compatible_min3hpo.txt,2026-04-02T17:51:38.730733+00:00,2026-04-02T20:02:50.039542+00:00,0,0.0,0.13308637779861324,0.10539286749782546,0.15062336909249058,0.17077413743113945,0.19483908379240358,0.09770948100898812,0.17932734125833574,0.10539286749782546,0.19483908379240358,11386,15656,40839
